question_id,rank,outcome,premise_status,n_supporting_papers,first_evidence_year,top1_similarity,question
q_058,58,partially_addressed,supported,3,2022,0.6998,"Analyses [2018AJ....156..262C] and [2018A&A...619A..96K] of HD 189733's atmosphere reach potentially conflicting conclusions regarding CO: one reports ""These signatures can be sporadic and difficult to confirm for single-epoch observations of a system due to inhomogeneous stellar magnetos..."", while the other reports ""<BR /> Results: We find strong stellar rotational variation with a lifetime of about 20-30 days in all activity indicators, but the corre..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_059,59,not_addressed,still_plausible,0,,0.6986,"Analyses [2018AJ....156...28A] and [2017A&A...603A..20V] of HD 189733's atmosphere reach potentially conflicting conclusions regarding SiO: one reports ""We find that our simple model, in almost all cases, accurately reproduces the minimum and maximum planetary emission, as well as the phas..."", while the other reports ""Although the data are of excellent quality, the wavelength coverage and the precision of the transmission spectrum are not sufficient to ..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_060,60,partially_addressed,supported,2,2021,0.778,"Analyses [2016ApJ...817..106B] and [2020A&A...643A..24S] of HD 189733 B's atmosphere reach potentially conflicting conclusions regarding water: one reports ""After correcting for the stellar absorption lines and their distortion during transit (the Rossiter-McLaughlin effect), we detect the abs..."", while the other reports ""<BR /> Results: The optical water vapour bands were detected at 5.2σ in HD 209458 b in one transit, whereas no evidence of them was found..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_061,61,partially_addressed,supported,1,2021,0.7515,"Analyses [2016A&A...596A..90V] and [2017A&A...606A.144A] of HD 189733B's atmosphere reach potentially conflicting conclusions regarding water: one reports ""We find good agreement between our models and the estimated water abundance for WASP-43b."", while the other reports ""We place a 5-σ upper limit of 100 ppm on the strength of the 6500 Å water vapor band."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_062,62,answered,supported,4,2024,0.7176,"Analyses [2015AAS...22532301Z] and [2015ESS.....311111R] of HD 189733B's atmosphere reach potentially conflicting conclusions regarding CO: one reports ""We find that the hotter HD 209458b lacks to ~3σ a bright 3.3 μm feature as seen on HD 189733b, which is consistent with thermochemical eq..."", while the other reports ""2015), were consistent with a bow shock, our subsequent observation taken in August 2015 show pre-transit absorption but with a pattern t..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_063,63,partially_addressed,supported,3,2023,0.7382,"Analyses [2015ApJ...802...41L] and [2016MNRAS.461..988K] of HD 189733B's atmosphere reach potentially conflicting conclusions regarding CO: one reports ""In the far-ultraviolet (1600 Å and 1700 Å), we find the mean recovered value of {{R}<SUB>p</SUB>}/{{R}<SUB>*</SUB>} to be over-estimated ..."", while the other reports ""This may be one of the reasons that could not explain the early ingress of HD 189733b observed in the far-UV C II doublet due to absence ..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_064,64,partially_addressed,supported,4,2024,0.7244,"Analyses [2015ApJ...803L...9H] and [2017ApJ...847L...2B] of HD 189733B's atmosphere reach potentially conflicting conclusions regarding CO: one reports ""We apply our diagnostics to the HARPS data of HD 189733b, confirm the upper atmospheric heating reported by Huitson et al., derive a temp..."", while the other reports ""These spectra allow us to place an upper limit of {A}<SUB>g</SUB>&lt; 0.064 (97.5% confidence level) on the planet’s white light geometri..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_065,65,posed_but_open,still_plausible,2,2025,0.698,"Analyses [2015ESS.....311102K] and [2017DPS....4940203S] of HD 189733B's atmosphere reach potentially conflicting conclusions regarding CO: one reports ""We find that radiative cooling plays the largest role in damping wave propagation and hence plays the biggest role in controlling day-nig..."", while the other reports ""We find that the presence of quenched abundances always reduces the phase curve amplitude at 3.6 microns compared to the chemical equilib..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_066,66,partially_addressed,supported,3,2024,0.714,"Analyses [2015ESS.....311126W] and [2020A&A...638A..49O] of HD 189733B's atmosphere reach potentially conflicting conclusions regarding CO: one reports ""More than one decade of such observations allowed the exploration of these remote words by detecting some constituents of their atmospher..."", while the other reports ""<BR /> Conclusions: Since the transit absorption can be modeled with typical stellar XUV and wind conditions, it is possible that the non..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_067,67,not_addressed,still_plausible,0,,0.7232,"Analyses [2018A&A...612A..53P] and [2020MNRAS.497.5182A] of HD 189733B's atmosphere reach potentially conflicting conclusions regarding K I: one reports ""When we take into account the presence of aerosols, the large contrast of the core of the sodium lines measured by HARPS indicates a temp..."", while the other reports ""We see no evidence of absorption from K I."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_068,68,answered,supported,5,2022,0.7374,"Analyses [2015ApJ...804..116B] and [2018AJ....156..175M] of HD 209458's atmosphere reach potentially conflicting conclusions regarding CO: one reports ""We find variable stellar Si iii and C ii emissions that were significantly depressed not only during transit but also at phase 0.27 compa..."", while the other reports ""Here, we (1) improve on the original algorithm using multiple Spitzer/InfraRed Array Camera passbands and a more effective set of geometr..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_069,69,partially_addressed,supported,3,2022,0.7151,"Analyses [2017A&A...607A.101C] and [2019ESS.....432606C] of HD 209458's atmosphere reach potentially conflicting conclusions regarding SiO: one reports ""Combining these data with archival XMM-Newton observations, we find that the corona of HD 209458 is characterized by a temperature of abo..."", while the other reports ""Our analysis of the archival HST/STIS NUV transmission observations of HD 209458b shows evidence for ionized iron, but no evidence for ne..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_070,70,not_addressed,still_plausible,0,,0.7132,"Analyses [2017ApJ...847...32L] and [2019arXiv190801692T] of HD 209458 B's atmosphere reach potentially conflicting conclusions regarding TiO: one reports ""For the atmospheric mixing efficiency suggested by general circulation models, we find that the aerosol particles are small (∼nm) and pro..."", while the other reports ""In absence of absolute calibration sources, the validation of current data analysis techniques is not possible as the planetary signal is..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_071,71,answered,supported,5,2022,0.7253,"Analyses [2015hst..prop14090B] and [2020AAS...23612003K] of HD 209458B's atmosphere reach potentially conflicting conclusions regarding CO: one reports ""With up-to-date upper-atmosphere models combined with magnetospheric simulations, we find that for the STIS results of line-integrated ab..."", while the other reports ""The discrepancy in circulation patterns between these three otherwise similar planets points to the importance of secondary parameters li..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_072,72,answered,supported,5,2022,0.7796,"Analyses [2015hst..prop14464L] and [2020AJ....159..111C] of HD 209458B's atmosphere reach potentially conflicting conclusions regarding CO: one reports ""With Spitzer and HARPS-N we confirmed that HD219134b is rocky, but we have no idea how its atmosphere looks like."", while the other reports ""The detection of iron and nondetection of magnesium in the upper atmosphere of HD 209458b can be explained by a model in which the lower ..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_073,73,answered,supported,5,2024,0.7671,"Analyses [2015ApJ...801...86K] and [2015A&A...576A.111S] of HD 209458B's atmosphere reach potentially conflicting conclusions regarding TiO: one reports ""We find that the circulation regime of WASP-43b is not unlike other hot Jupiters, with equatorial superrotation that yields an eastward-s..."", while the other reports ""<BR /> Results: We do not detect any significant absorption or emission of CO in the dayside spectrum of HD 209458b, although cross-corre..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_074,74,partially_addressed,supported,3,2022,0.7583,"Analyses [2015MNRAS.446.1071B] and [2019EPSC...13.1817C] of HD 209458B's atmosphere reach potentially conflicting conclusions regarding TiO: one reports ""For one of the planetary systems studied, WASP-12b, we report a tentative detection of additional Na absorption of 0.12 ± 0.03[+0.03] per..."", while the other reports ""Our analysis of NUV transmission observations of HD 209458b shows evidence for ionized iron beyond the planet's Roche lobe, and no eviden..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_075,75,partially_addressed,still_plausible,3,2025,0.7323,"Analyses [2016A&A...595A..36A] and [2020AJ....159..225K] of HD 209458B's atmosphere reach potentially conflicting conclusions regarding TiO: one reports ""We find a reasonable agreement between observations and both our days side emission and hot spot offset, however, our night side emission..."", while the other reports ""The discrepancy in circulation patterns between these three otherwise similar planets points to the importance of secondary parameters li..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_076,76,partially_addressed,still_plausible,4,2022,0.7555,"Analyses [2017ApJ...844...94K] and [2015A&A...575A..20H] of HD 209458B's atmosphere reach potentially conflicting conclusions regarding VO: one reports ""In summary, we find that relatively shallow heating is required to explain the radii of most hot Jupiters, provided that this heat is app..."", while the other reports ""<BR /> Results: We detect no significant cross-correlation signal due to TiO, though artificial injection of our template spectra into th..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_077,77,answered,supported,3,2022,0.7842,"Analyses [2017MNRAS.469.1979M] and [2018MNRAS.480.5314P] of HD 209458B's atmosphere reach potentially conflicting conclusions regarding haze: one reports ""We report the first detection of nitrogen chemistry (NH<SUB>3</SUB> and/or HCN) in an exoplanet atmosphere at 3.7-7.7σ confidence, non-un..."", while the other reports ""The fourth group - WASP-19b, WASP-17b, and WASP-12b - is fit best by molecular and alkali absorbers with H<SUB>2</SUB> scattering without..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_078,78,not_addressed,still_plausible,0,,0.7214,"Analyses [2016nova.pres..594K] and [2015hst..prop14461E] of HD 219134B's atmosphere reach potentially conflicting conclusions regarding TiO: one reports ""The list of examples that Fazio provided included the first global temperature map of an exoplanet (HD 189733b), the detection of the clo..."", while the other reports ""A non-detection could hint at a CO/CO2-rich 'super-Venus' and will prepare for adapted follow-up observations."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_079,79,partially_addressed,still_plausible,3,2021,0.6687,"Analyses [2017AJ....154..123G] and [2017AJ....154..122C] of HD 3167's atmosphere reach potentially conflicting conclusions regarding CO: one reports ""We found evidence of additional signals in the RV measurements but the currently available data set does not allow us to draw any firm co..."", while the other reports ""We are able to constrain the mutual inclination of planet d with planets b and c: we rule out mutual inclinations below 1.°3 because we d..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_080,80,not_addressed,still_plausible,0,,0.6602,"Analyses [2016DPS....4811203M] and [2016ApJ...824..121D] of HD 95086 B's atmosphere reach potentially conflicting conclusions regarding CO: one reports ""Additional data would confirm if a large disruption event from a stellar fly-by or planetary perturbations altered the disk density- Espo..."", while the other reports ""The H-band magnitude has been significantly improved relative to previous measurements, whereas the low-resolution K <SUB>1</SUB> (λ /δ λ..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_081,81,not_addressed,still_plausible,0,,0.7034,"Analyses [2017EGUGA..19.3635B] and [2015IAUGA..2255364K] of HD189733's atmosphere reach potentially conflicting conclusions regarding TiO: one reports ""The presence of clouds is inferred from a grey opacity in the near-IR that mutes key absorption features in the transmission spectra."", while the other reports ""It should also be noted that the CaI and KI lines show no evidence of being affected by stellar activity, allowing us to directly impose ..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_082,82,not_addressed,still_plausible,0,,0.7308,"Analyses [2018EPSC...12.1115M] and [2018AJ....155..107M] of K2-141's atmosphere reach potentially conflicting conclusions regarding CO: one reports ""It appears clear that only a systematic study of the internal and atmospheric composition of USP planets, in conjunction with the amount ..."", while the other reports ""K2-141c is likely a Neptune-like planet, although due to the grazing transits and the non-detection in the RV data set, we were not able ..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_083,83,answered,supported,2,2025,0.7271,"Analyses [2017A&A...608A..35C] and [2020A&A...634L...4D] of K2-18's atmosphere reach potentially conflicting conclusions regarding CO: one reports ""We also find strong evidence for a second, warm super-Earth K2-18c (m<SUB>p,c</SUB>sini<SUB>c</SUB> = 7.5 ± 1.3 M<SUB>⊕</SUB>) at approxi..."", while the other reports ""More observations are needed to rule out stellar variability effects, confirm the in-transit absorption, and better assess the atmospheri..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_084,84,answered,supported,4,2022,0.7996,"Analyses [2016hst..prop14682B] and [2020ApJ...898...44S] of K2-18B's atmosphere reach potentially conflicting conclusions regarding water: one reports ""The planets' equilibrium temperatures of 210-275 K and 225-305 K, respectively, are consistent with the potential presence of liquid wate..."", while the other reports ""Results do not support the possibility of K2-18b having a water reservoir directly exposed to the atmosphere, which would reduce atmosphe..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_085,85,answered,supported,3,2022,0.8181,"Analyses [2019ApJ...887L..14B] and [2020EPSC...14..634S] of K2-18B's atmosphere reach potentially conflicting conclusions regarding water: one reports ""Here, we report the detection of water vapor and the likely presence of liquid and icy water clouds in the atmosphere of the 2.6 R <SUB>⊕..."", while the other reports ""Results do not support the possibility of K2-18b having a water reservoir directly exposed to the atmosphere, which would reduce atmosphe..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_086,86,answered,supported,4,2025,0.7502,"Analyses [2018AAS...23114815T] and [2016sptz.prop13037M] of K2-25B's atmosphere reach potentially conflicting conclusions regarding CO: one reports ""In comparison to atmospheric theoretical models, we find K2-25b unlikely to have a solar-metallicity atmosphere."", while the other reports ""Such studies of super-Earth and Neptune size planets with both the Hubble Space Telescope and Spitzer have generally found featureless at..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_087,87,posed_but_open,still_plausible,3,2021,0.677,"Analyses [2019PhDT.......193S] and [2019AAS...23324723T] of K2-25B's atmosphere reach potentially conflicting conclusions regarding CO: one reports ""Further, in three transits we detect the Rossiter-McLaughlin effect of K2-25b, with a sky-projected obliquity of ~3 degrees (consistent w..."", while the other reports ""We found that K2-25b's transmission spectrum is consistent with being flat, and rule out a solar-composition atmosphere."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_088,88,not_addressed,still_plausible,0,,0.7249,"Analyses [2020nsf....2008066N] and [2020AJ....159...32T] of K2-25B's atmosphere reach potentially conflicting conclusions regarding TiO: one reports ""Two of the three planets show evidence of atmospheric evaporation in their transits, but the third planet does not."", while the other reports ""The resulting transit depths ruled out a solar-composition atmosphere for K2-25b for the range of expected planetary masses and equilibri..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_089,89,not_addressed,still_plausible,0,,0.7771,"Analyses [2017AJ....154..242B] and [2015ApJ...802...28C] of KELT-1B's atmosphere reach potentially conflicting conclusions regarding TiO: one reports ""We find that the day side has an average brightness temperature of 3250 ± 50 K, with significant variation as a function of wavelength."", while the other reports ""For the hot Jupiters WASP-3b and WASP-12b we demonstrate the repeatability of our eclipse depth measurements in the Ks band; we therefore..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_090,90,partially_addressed,still_plausible,1,2023,0.727,"Analyses [2019AJ....158..166B] and [2016hst..prop14664B] of KELT-1B's atmosphere reach potentially conflicting conclusions regarding TiO: one reports ""Combined with previous eclipse data from Beatty et al., we strongly detect KELT-1b’s phase variation as a single sinusoid in both bands, ..."", while the other reports ""It thus gives us a chance to globally observe an irradiated atmosphere, when we know how that atmosphere should look in the absence of ex..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_091,91,partially_addressed,supported,4,2021,0.7117,"Analyses [2017AJ....154..194L] and [2020AJ....160...88W] of KELT-9's atmosphere reach potentially conflicting conclusions regarding CO: one reports ""Archival and follow-up photometry, Gaia parallax, radial velocities, Doppler tomography, and AO imaging were used to confirm the planetar..."", while the other reports ""The nightside temperature of KELT-9b implies an atmospheric composition containing about 50% molecular and 50% atomic hydrogen at 0.1 bar..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_092,92,partially_addressed,supported,3,2021,0.7431,"Analyses [2019AJ....157...69C] and [2019A&A...627A.165H] of KELT-9 B's atmosphere reach potentially conflicting conclusions regarding CO: one reports ""We find that planetary rotational broadening of {v}<SUB>rot</SUB>}={8.2}<SUB>-0.7</SUB><SUP>+0.6</SUP> km s<SUP>-1</SUP> is necessary to ..."", while the other reports ""Due to the absence of aerosols and complex molecular chemistry at such temperatures, these planets offer the potential of detailed chemic..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_093,93,answered,supported,3,2021,0.7245,"Analyses [2019ESS.....450003H] and [2020nova.pres.6819K] of KELT-9 B's atmosphere reach potentially conflicting conclusions regarding TiO: one reports ""We find that the absorption lines of neutral iron are almost perfectly predicted by a model of an isothermal atmosphere in hydrostatic an..."", while the other reports ""The detection of neutral vanadium suggests that vanadium oxide gets broken down while the non-detection of neutral titanium suggests the ..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_094,94,not_addressed,still_plausible,0,,0.6857,"Analyses [2017AAS...23010206G] and [2017DPS....4940201J] of KELT-9B's atmosphere reach potentially conflicting conclusions regarding CO: one reports ""The planet has been confirmed via high-precision primary transit observations in multiple bands, a lack of companions in deep AO observat..."", while the other reports ""Further confirmations of planetary were derived from an absence of companions seen in deep AO observations, radial velocity detection of ..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_095,95,partially_addressed,supported,3,2022,0.7436,"Analyses [2018ApJ...866...27L] and [2018ApJ...869L..25H] of KELT-9B's atmosphere reach potentially conflicting conclusions regarding CO: one reports ""We find several fundamental differences between hot Jupiters at temperatures &gt;2500 K and their cooler counterparts."", while the other reports ""We do not detect a secondary eclipse signal, but our 3σ upper limit of 181 ppm on the depth allows us to constrain the dayside temperatur..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_096,96,partially_addressed,still_plausible,3,2022,0.744,"Analyses [2019ESS.....432603T] and [2019nova.pres.4727K] of KELT-9B's atmosphere reach potentially conflicting conclusions regarding CO: one reports ""Recent secondary eclipse spectral and phase curve observations of ultra-hot Jupiters with dayside temperatures in excess of 2500 K have f..."", while the other reports ""This eclipse can appear in observations for two reasons:The thermal light emitted by the planet is blocked out when it ducks behind its h..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_097,97,partially_addressed,supported,4,2021,0.6695,"Analyses [2018xrp..prop..120H] and [2015DPS....4741703A] of KEPLER-186F's atmosphere reach potentially conflicting conclusions regarding CO: one reports ""Photochemistry in exoplanet atmospheres can produce haze particles that could obscure the detection of major atmospheric constituents."", while the other reports ""Such a companion, if detected, cannot be ruled out as the host star around which KOI-3138.01 orbits.KOI-3138.01 is too small to induce a ..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_098,98,partially_addressed,supported,2,2025,0.7093,"Analyses [2017A&A...602A.106B] and [2015ApJ...807..162J] of KEPLER-444's atmosphere reach potentially conflicting conclusions regarding CO: one reports ""They would have to contain substantial amounts of water to replenish hydrogen exospheres such as these, which would reveal them to be the..."", while the other reports ""We identify systems with confirmed planets within the Kepler FOV that could lie within these ISM clouds, and estimate upper limits on the..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_099,99,partially_addressed,supported,3,2021,0.7248,"Analyses [2020hst..prop16448B] and [2019A&A...629A.111C] of L 98-59's atmosphere reach potentially conflicting conclusions regarding CO: one reports ""With the robust detection of an atmosphere, L 98-59 c will become a touchstone exoplanet for atmospheric studies and a key planet for dem..."", while the other reports ""We are able to place an upper limit on the mass of the smallest, innermost planet of &lt;1.01 Earth masses with 95% confidence."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_100,100,partially_addressed,supported,3,2023,0.6975,"Analyses [2017sptz.prop13174D] and [2017Natur.544..333D] of LHS 1140's atmosphere reach potentially conflicting conclusions regarding CO: one reports ""We propose to survey LHS 1140b for signs of exomoons and to search for transit timing variations that may indicate the presence of additi..."", while the other reports ""With 90 per cent confidence, we place an upper limit on the orbital eccentricity of 0.29."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_101,101,answered,supported,4,2023,0.68,"Analyses [2019AsBio..19...99D] and [2019A&A...627A.144S] of LHS 1140's atmosphere reach potentially conflicting conclusions regarding CO: one reports ""We find that an ocean-covered Proxima b could have a much broader area of surface liquid water but at much colder temperatures than previ..."", while the other reports ""We highlight the presence of a dominating X-ray source close to the J2000 coordinates of LHS 1140, characterize its spectrum, and derive ..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_102,102,partially_addressed,supported,2,2024,0.7252,"Analyses [2019ESS.....433110Y] and [2020AAS...23540303D] of LHS 1140B's atmosphere reach potentially conflicting conclusions regarding CO: one reports ""Background: Among the ≈4000 confirmed exoplanets, most of them are orbiting around M dwarfs because they are relatively easy to detect an..."", while the other reports ""We rule out a clear, low mean molecular weight atmosphere at 3.1-sigma confidence."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_103,103,not_addressed,still_plausible,0,,0.6756,"Analyses [2019nova.pres.4749H] and [2019Natur.573...87K] of LHS 3844's atmosphere reach potentially conflicting conclusions regarding TiO: one reports ""Bacon (STScI)]As always with new detections, astronomers are rushing to confirm TESSs discoveries with other telescopes and instruments.H..."", while the other reports ""Thick atmospheres with surface pressures above 10 bar are ruled out by the data (at three standard deviations), and less-massive atmosphe..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_104,104,not_addressed,still_plausible,0,,0.6584,"Analyses [2019ESS.....432710M] and [2020AJ....160..188D] of LHS 3844B's atmosphere reach potentially conflicting conclusions regarding CO: one reports ""Specifically, we find temperature inversions in the upper atmosphere and a mitigation of convection in the lower atmosphere due near-infr..."", while the other reports ""For solar composition atmospheres with surface pressures ≥1 bar we rule out clouds with cloud-top pressures of 0.1 bar (5.3σ), but we can..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_105,105,answered,supported,1,2026,0.7035,"Analyses [2020ApJ...903L...6D] and [2020ApJ...903L...7C] of LTT 9779B's atmosphere reach potentially conflicting conclusions regarding TiO: one reports ""The resulting secondary eclipse spectrum strongly prefers a model that includes CO absorption over a blackbody spectrum, incidentally mak..."", while the other reports ""We detect LTT 9779b&amp;'s thermal phase variations at 4.5 μm, finding a phase amplitude of 358 ± 106 ppm and no significant phase offset..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_106,106,posed_but_open,still_plausible,1,2026,0.6835,"Analyses [2016A&A...596A.112T] and [2016PhDT.......191B] of PROXIMA B's atmosphere reach potentially conflicting conclusions regarding CO: one reports ""We find that a broad range of atmospheric compositions allow surface liquid water."", while the other reports ""In other words, this is an upper limit of sensibility showing that stellar pulsations in the predicted range of periods from 20 min to 3 ..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_107,107,not_addressed,still_plausible,0,,0.7058,"Analyses [2017AAS...22920206B] and [2019AGUFMSH43A..05G] of PROXIMA B's atmosphere reach potentially conflicting conclusions regarding TiO: one reports ""In the infrared, the technique has unambiguously revealed the presence of complex molecules, such as water, in hot Jupiters, as well as m..."", while the other reports ""Meanwhile, (1) terrestrial atmospheric erosion seems unlikely even for unrealistically intense solar eruptions and (2) the likelihood of ..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_108,108,not_addressed,still_plausible,0,,0.7117,"Analyses [2020A&A...639A.132B] and [2020AJ....160...22C] of TOI-1235 B's atmosphere reach potentially conflicting conclusions regarding CO: one reports ""We report the confirmation of a transiting planet around the bright weakly active M0.5 V star TOI-1235 (TYC 4384-1735-1, V ≈ 11.5 mag), w..."", while the other reports ""We measure a planet mass of ${6.91}_{-0.85}^{+0.75}$ ${M}_{\oplus }$ , which implies an iron core mass fraction of ${20}_{-12}^{+15}$ % i..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_109,109,partially_addressed,still_plausible,2,2021,0.7155,"Analyses [2020AJ....160..118S] and [2020AJ....160..116G] of TOI-700 D's atmosphere reach potentially conflicting conclusions regarding CO: one reports ""We find that TOI-700 d is a strong candidate for a habitable world and can potentially maintain temperate surface conditions under a wide..."", while the other reports ""Ground-based follow-up combined with diagnostic vetting and validation tests enables us to rule out common astrophysical false-positive s..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_110,110,partially_addressed,supported,4,2023,0.7732,"Analyses [2017ApJ...844...19A] and [2016Natur.537...69D] of TRAPPIST-1's atmosphere reach potentially conflicting conclusions regarding water: one reports ""The model allows us to investigate whether liquid water could be maintained on the planetary surfaces (I.e., by defining a “surface water..."", while the other reports ""Many denser atmospheres remain consistent with the featureless transmission spectrum—from a cloud-free water-vapour atmosphere to a Venus..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_111,111,answered,refuted,3,2023,0.7694,"Analyses [2017arXiv170310803T] and [2018AGUFM.P44B..06M] of TRAPPIST-1's atmosphere reach potentially conflicting conclusions regarding CO: one reports ""Within this new framework, we find that TRAPPIST-1g possesses the first unambiguously habitable environment in our galaxy, with a liquid ..."", while the other reports ""<P />Using a combination of laboratory results for temperate exoplanet atmospheres and a 1-D atmospheric model, we explored the feasibili..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_112,112,not_addressed,still_plausible,0,,0.7293,"Analyses [2018A&A...610A..39H] and [2018AJ....156..252M] of TRAPPIST-1's atmosphere reach potentially conflicting conclusions regarding CO: one reports ""The recent announcement of a Neptune-sized exomoon candidate around the transiting Jupiter-sized object Kepler-1625 b could indicate the ..."", while the other reports ""For TRAPPIST-1 f and g, we cannot rule out clear hydrogen-rich cases to high confidence."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_113,113,answered,supported,3,2023,0.7593,"Analyses [2018AAS...23112806L] and [2018NatAs...2..214D] of TRAPPIST-1's atmosphere reach potentially conflicting conclusions regarding CO: one reports ""We analyzed the sensitivity of our results to planetary composition, cloud cover, and presence of an observational noise floor."", while the other reports ""These planets do not exhibit prominent spectroscopic signatures at near-infrared wavelengths either, which rules out cloud-free hydrogen-..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_114,114,answered,supported,4,2024,0.7778,"Analyses [2018AAS...23114825H] and [2019AAS...23310304M] of TRAPPIST-1's atmosphere reach potentially conflicting conclusions regarding CO: one reports ""However, the presence of cool spots on a planet’s host star can be a source of uncertainty that is difficult to account for."", while the other reports ""Using a combination of laboratory results for temperate exoplanet atmospheres and a 1-D atmospheric model, we explored the feasibility of..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
q_115,115,partially_addressed,supported,3,2023,0.7103,"Analyses [2018AJ....156..178Z] and [2019ESS.....431912G] of TRAPPIST-1's atmosphere reach potentially conflicting conclusions regarding CO: one reports ""Utilizing our physically motivated detector charge-trap correction and a custom cosmic-ray correction routine, we confirm the general sha..."", while the other reports ""Converting bolometric flare energy to energy emitted in the biologically relevant UV-B bandpass and comparing to early-Earth UV-B insolat..."". Under what observational or methodological conditions can these results be reconciled, and which currently untested assumption drives the disagreement?"
